date,prcp(mm/day),tmax(C),tmin(C),QObs(mm/d),user_data
2005-12-29,0.0,-0.51,-13.57,2.1025,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
2005-12-30,26.68,3.08,-2.83,4.8837,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy."
2005-12-31,1.97,-1.57,-17.98,6.0888,"A decent rainfall that left the ground well-soaked. A fast-moving river today, splashing along with vigor."
2006-01-01,0.0,-8.88,-17.75,3.8689,Skies were clear all day; no rain touched the ground. The river rushed past with powerful currents.
2006-01-02,0.09,-6.28,-14.78,2.8509,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
2006-01-03,0.0,-2.77,-15.83,2.0835,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
2006-01-04,0.0,-5.89,-20.48,1.7981,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2006-01-05,0.0,-6.32,-20.75,1.5349,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
2006-01-06,5.13,-4.09,-9.84,1.3129,"A strong rainfall today, making the landscape feel lush and saturated. A healthy flow in the river, moving at a balanced pace."
2006-01-07,0.68,-2.1,-11.3,1.186,"The rain was so light, it hardly made a difference. A steady, noticeable flow in the river brought life to the scene."
2006-01-08,0.0,-6.75,-19.76,1.1068,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-01-09,2.19,-6.51,-18.65,1.0465,"Enough rain fell to give the plants a good drink. The river was lively today, flowing with moderate energy."
2006-01-10,9.04,-1.69,-11.95,1.1226,"The rain poured down heavily, soaking everything in sight. The river was lively today, flowing with moderate energy."
2006-01-11,0.0,-0.32,-13.11,1.0624,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-01-12,9.61,1.79,-10.69,0.9545,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today."
2006-01-13,0.0,4.83,-3.24,1.0624,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
2006-01-14,3.87,8.22,-3.87,1.8457,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
2006-01-15,34.35,9.84,-7.61,12.6215,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
2006-01-16,4.6,-7.3,-19.32,8.3721,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents."
2006-01-17,0.0,-10.39,-19.06,5.74,"Skies were clear all day; no rain touched the ground. The river moved swiftly, carrying debris in its strong currents."
2006-01-18,1.4,-1.39,-13.35,5.3277,"Barely any rain fell; it just barely dampened the ground. It flowed fast today, with strong, surging energy."
2006-01-19,29.85,9.52,-5.4,18.5835,"The rain came down hard, flooding the usual spots. The river rushed past with powerful currents."
2006-01-20,0.0,-0.23,-7.03,12.1141,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
2006-01-21,0.0,3.05,-3.59,7.9281,"Skies were clear all day; no rain touched the ground. The river moved swiftly, carrying debris in its strong currents."
2006-01-22,0.0,9.52,-12.74,5.74,"A completely dry day—no signs of rain. A fast-moving river today, splashing along with vigor."
2006-01-23,0.0,-4.98,-12.77,4.2812,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy."
2006-01-24,5.58,-3.01,-10.4,3.2664,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
2006-01-25,0.0,0.12,-8.18,2.6892,"With no rain around, everything seems a bit dusty. The river rushed past with powerful currents."
2006-01-26,1.87,-0.76,-8.16,2.3182,"Some steady rain brought a refreshing feel to the surroundings. A healthy flow in the river, moving at a balanced pace."
2006-01-27,0.0,-2.81,-13.88,2.0106,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
2006-01-28,0.0,1.57,-13.39,1.9535,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-01-29,0.0,6.64,-4.24,1.7664,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-01-30,4.11,-0.25,-7.72,1.5666,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
2006-01-31,3.63,-4.93,-7.83,1.4524,"It rained quite heavily, leaving deep puddles around. A steady, noticeable flow in the river brought life to the scene."
2006-02-01,3.36,-3.76,-8.16,1.3224,"The rain today was steady but not overwhelming, just enough to freshen things up. A healthy flow in the river, moving at a balanced pace."
2006-02-02,0.0,-0.34,-10.28,1.2178,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
2006-02-03,2.07,-1.99,-7.95,1.3636,"Some steady rain brought a refreshing feel to the surroundings. A steady, noticeable flow in the river brought life to the scene."
2006-02-04,17.78,3.18,-2.98,3.5835,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
2006-02-05,12.14,5.49,-0.51,7.6744,"It rained quite heavily, leaving deep puddles around. It flowed fast today, with strong, surging energy."
2006-02-06,12.03,6.12,-2.03,12.8118,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
2006-02-07,0.73,0.63,-10.52,7.3256,"Barely any rain fell; it just barely dampened the ground. The river moved swiftly, carrying debris in its strong currents."
2006-02-08,0.0,-5.12,-12.85,4.6934,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
2006-02-09,0.0,-6.8,-16.35,3.2347,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
2006-02-10,0.0,-5.95,-18.25,2.4767,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
2006-02-11,0.0,-11.1,-19.68,2.0296,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace."
2006-02-12,0.0,-6.61,-19.34,1.9027,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
2006-02-13,0.65,-10.44,-16.82,1.7347,"The rain was so light, it hardly made a difference. A healthy flow in the river, moving at a balanced pace."
2006-02-14,0.0,-3.82,-14.42,1.5507,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
2006-02-15,0.0,-0.5,-8.84,1.2495,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2006-02-16,0.0,8.14,-4.31,1.1353,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2006-02-17,0.29,5.73,-2.96,1.1353,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace."
2006-02-18,4.98,5.56,-15.4,1.129,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy."
2006-02-19,0.0,-12.47,-21.14,1.0655,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
2006-02-20,0.0,-9.08,-19.47,0.9323,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
2006-02-21,0.0,-4.42,-13.98,0.8182,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.
2006-02-22,0.0,-3.01,-14.17,0.7167,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow."
2006-02-23,0.0,-0.22,-13.76,0.6469,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today."
2006-02-24,6.74,0.03,-9.0,0.6025,"The rain poured down heavily, soaking everything in sight. With a quiet pace, the river meandered gently along."
2006-02-25,6.25,-3.22,-19.41,0.5772,"The rain came down hard, flooding the usual spots. With a quiet pace, the river meandered gently along."
2006-02-26,0.0,-8.06,-18.28,0.5613,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear."
2006-02-27,0.0,-9.89,-21.16,0.5518,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
2006-02-28,0.0,-12.34,-20.34,0.5423,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
2006-03-01,0.0,-9.34,-20.01,0.5359,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today."
2006-03-02,0.64,-9.33,-19.42,0.5233,"A bit of drizzle came down, just enough to be felt. A smooth and gentle flow was visible in the river today."
2006-03-03,2.3,-2.6,-17.58,0.5169,"Some steady rain brought a refreshing feel to the surroundings. With a quiet pace, the river meandered gently along."
2006-03-04,0.0,-6.19,-15.0,0.4884,Skies were clear all day; no rain touched the ground. The river was barely moving; it seemed almost stagnant.
2006-03-05,0.0,-1.81,-9.05,0.4535,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
2006-03-06,0.0,-0.94,-8.15,0.4376,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
2006-03-07,0.0,1.38,-12.2,0.4154,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2006-03-08,0.0,2.25,-12.83,0.4059,"A completely dry day—no signs of rain. A calm river today, trickling at a very slow pace."
2006-03-09,0.0,1.41,-13.44,0.3901,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2006-03-10,9.64,0.2,-8.85,0.3964,"A strong rainfall today, making the landscape feel lush and saturated. The river was barely moving; it seemed almost stagnant."
2006-03-11,2.75,6.25,-1.06,0.4789,Some steady rain brought a refreshing feel to the surroundings. The river was barely moving; it seemed almost stagnant.
2006-03-12,0.0,6.46,-2.89,0.6216,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear."
2006-03-13,1.0,10.57,-2.3,0.7643,Barely any rain fell; it just barely dampened the ground. A smooth and gentle flow was visible in the river today.
2006-03-14,6.19,8.35,0.45,2.0359,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene."
2006-03-15,11.49,3.61,-4.07,3.9958,"It rained quite heavily, leaving deep puddles around. It flowed fast today, with strong, surging energy."
2006-03-16,0.0,-0.87,-8.63,2.4228,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
2006-03-17,0.0,-1.32,-10.48,1.741,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy."
2006-03-18,0.0,-1.17,-11.9,1.3002,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2006-03-19,0.0,-3.74,-13.36,0.9863,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
2006-03-20,0.0,-2.47,-13.71,0.8023,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
2006-03-21,0.0,-0.84,-11.78,0.7167,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow."
2006-03-22,0.0,1.59,-5.41,0.704,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
2006-03-23,1.49,3.68,-3.16,0.815,"The rain was so light, it hardly made a difference. A smooth and gentle flow was visible in the river today."
2006-03-24,0.0,6.98,-1.35,1.2907,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
2006-03-25,0.0,5.29,-1.0,1.5159,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-03-26,0.0,5.99,-2.64,1.63,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy."
2006-03-27,0.0,6.51,-4.0,1.8266,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
2006-03-28,0.0,6.77,-5.35,2.1374,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace."
2006-03-29,0.0,10.11,-6.0,2.4038,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
2006-03-30,0.0,13.38,-4.03,2.9937,"Not a drop of rain today; it feels like the area could use some moisture. The river moved swiftly, carrying debris in its strong currents."
2006-03-31,0.0,14.88,-3.5,3.6786,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
2006-04-01,0.0,19.51,-1.84,4.5666,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy."
2006-04-02,5.21,14.87,0.41,6.0254,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents."
2006-04-03,0.0,8.52,-2.49,4.5983,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
2006-04-04,0.0,12.2,-2.96,3.6469,"With no rain around, everything seems a bit dusty. The river moved swiftly, carrying debris in its strong currents."
2006-04-05,18.53,4.96,-1.83,4.8837,"It rained quite heavily, leaving deep puddles around. It flowed fast today, with strong, surging energy."
2006-04-06,5.24,5.19,-2.47,5.2643,"The rain came down hard, flooding the usual spots. The river moved swiftly, carrying debris in its strong currents."
2006-04-07,0.0,5.42,-1.96,3.8372,"A completely dry day—no signs of rain. A fast-moving river today, splashing along with vigor."
2006-04-08,5.12,8.22,-3.05,4.2812,"The rain came down hard, flooding the usual spots. The river rushed past with powerful currents."
2006-04-09,0.0,2.18,-5.92,3.4249,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
2006-04-10,0.0,7.96,-5.45,2.7907,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
2006-04-11,0.0,11.84,-4.57,2.5307,"With no rain around, everything seems a bit dusty. The river rushed past with powerful currents."
2006-04-12,0.0,15.98,-3.27,2.5085,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
2006-04-13,0.0,18.19,-1.67,2.648,"With no rain around, everything seems a bit dusty. A fast-moving river today, splashing along with vigor."
2006-04-14,5.11,13.96,0.76,3.0507,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents."
2006-04-15,0.0,16.38,0.19,3.0507,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
2006-04-16,12.5,8.04,1.49,4.3763,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor."
2006-04-17,6.12,5.3,0.87,3.9641,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents."
2006-04-18,2.89,6.39,1.44,3.2981,"The rain today was steady but not overwhelming, just enough to freshen things up. The river rushed past with powerful currents."
2006-04-19,0.0,12.54,3.09,2.7844,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
2006-04-20,0.0,18.96,3.22,2.3848,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2006-04-21,0.0,18.24,-1.27,2.0708,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-04-22,0.0,14.87,-3.95,1.8203,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
2006-04-23,0.0,15.16,-1.96,1.6427,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
2006-04-24,0.0,13.69,1.33,1.5381,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-04-25,6.35,7.18,2.51,1.7949,"A strong rainfall today, making the landscape feel lush and saturated. The river seemed vibrant, moving along with moderate strength."
2006-04-26,0.54,11.14,-2.46,1.7537,"A bit of drizzle came down, just enough to be felt. A steady, noticeable flow in the river brought life to the scene."
2006-04-27,0.27,11.36,-2.32,1.5254,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2006-04-28,0.0,9.75,-5.41,1.3224,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2006-04-29,0.0,11.09,-4.73,1.1543,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
2006-04-30,0.0,15.96,-4.14,1.0338,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
2006-05-01,0.0,21.28,0.07,0.9355,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along."
2006-05-02,12.55,16.21,2.86,1.3763,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
2006-05-03,11.74,7.36,4.13,2.6892,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
2006-05-04,0.84,15.68,6.25,2.4197,"A few sprinkles were enough to dampen the earth a little. The river seemed vibrant, moving along with moderate strength."
2006-05-05,0.14,22.32,7.15,1.9757,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
2006-05-06,0.0,22.73,3.42,1.63,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2006-05-07,2.61,19.76,1.17,1.4397,"The rain today was steady but not overwhelming, just enough to freshen things up. The river was lively today, flowing with moderate energy."
2006-05-08,0.0,12.87,-2.94,1.2082,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2006-05-09,0.0,18.85,-0.83,1.0338,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2006-05-10,3.63,20.73,3.14,0.9419,"It rained quite heavily, leaving deep puddles around. The river moved along quietly, with a gentle, relaxed flow."
2006-05-11,12.06,12.26,6.36,1.5,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene."
2006-05-12,7.41,13.63,8.26,3.4249,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents."
2006-05-13,11.48,10.68,6.07,6.6279,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
2006-05-14,0.0,17.68,3.88,3.8372,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor."
2006-05-15,0.0,20.86,1.85,2.5972,"With no rain around, everything seems a bit dusty. A fast-moving river today, splashing along with vigor."
2006-05-16,7.33,19.22,4.56,2.8287,"The rain came down hard, flooding the usual spots. The river moved swiftly, carrying debris in its strong currents."
2006-05-17,16.26,12.4,8.67,5.8668,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
2006-05-18,8.87,14.91,8.68,4.8837,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
2006-05-19,8.7,13.35,7.77,5.9619,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents."
2006-05-20,14.26,13.07,7.13,9.1649,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents."
2006-05-21,4.39,15.3,6.88,7.5476,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
2006-05-22,12.76,15.62,4.9,7.1987,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor."
2006-05-23,1.39,10.44,3.93,5.8034,"A few sprinkles were enough to dampen the earth a little. A fast-moving river today, splashing along with vigor."
2006-05-24,0.0,13.32,4.84,3.9641,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy."
2006-05-25,0.0,14.96,2.65,3.0127,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
2006-05-26,0.24,16.1,5.26,2.4958,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2006-05-27,0.0,24.45,9.64,2.1184,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
2006-05-28,0.0,21.62,5.25,1.8044,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
2006-05-29,0.0,27.68,10.33,1.5032,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2006-05-30,0.0,28.81,10.82,1.2622,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
2006-05-31,0.0,21.18,10.58,1.0941,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
2006-06-01,4.89,25.55,11.9,1.0021,"The rain poured down heavily, soaking everything in sight. The river was lively today, flowing with moderate energy."
2006-06-02,5.51,22.85,13.1,0.9641,"A strong rainfall today, making the landscape feel lush and saturated. The river moved along quietly, with a gentle, relaxed flow."
2006-06-03,4.47,24.24,12.59,0.9894,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today."
2006-06-04,24.18,14.16,9.97,3.1586,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents."
2006-06-05,8.42,11.68,9.46,3.8689,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor."
2006-06-06,1.95,17.99,7.35,2.5814,"The rain today was steady but not overwhelming, just enough to freshen things up. It flowed fast today, with strong, surging energy."
2006-06-07,0.0,24.75,8.96,1.8488,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace."
2006-06-08,14.06,17.78,10.49,2.3372,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene."
2006-06-09,21.44,13.08,9.63,7.167,"The rain poured down heavily, soaking everything in sight. It flowed fast today, with strong, surging energy."
2006-06-10,13.09,16.56,10.01,9.5772,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor."
2006-06-11,36.31,17.7,10.23,17.8541,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents."
2006-06-12,4.74,19.75,10.42,12.6215,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy."
2006-06-13,0.0,23.46,13.07,7.0084,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy."
2006-06-14,2.8,24.42,12.36,4.5349,"Some steady rain brought a refreshing feel to the surroundings. It flowed fast today, with strong, surging energy."
2006-06-15,2.88,22.88,10.04,3.5835,"Enough rain fell to give the plants a good drink. A fast-moving river today, splashing along with vigor."
2006-06-16,0.0,23.76,9.2,2.6258,"Not a drop of rain today; it feels like the area could use some moisture. The river moved swiftly, carrying debris in its strong currents."
2006-06-17,0.0,27.06,9.88,2.0486,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
2006-06-18,0.0,27.07,12.2,1.6586,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
2006-06-19,0.0,30.93,14.53,1.3509,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
2006-06-20,17.01,29.82,14.8,3.0254,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents."
2006-06-21,12.44,27.41,11.84,3.9323,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents."
2006-06-22,0.0,23.78,9.3,2.6068,"With no rain around, everything seems a bit dusty. A fast-moving river today, splashing along with vigor."
2006-06-23,1.03,24.56,12.36,2.074,"Barely any rain fell; it just barely dampened the ground. A healthy flow in the river, moving at a balanced pace."
2006-06-24,3.91,24.93,13.34,1.8742,"A strong rainfall today, making the landscape feel lush and saturated. A steady, noticeable flow in the river brought life to the scene."
2006-06-25,0.0,23.61,11.99,1.5444,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-06-26,2.41,26.38,13.56,1.3509,"Some steady rain brought a refreshing feel to the surroundings. A steady, noticeable flow in the river brought life to the scene."
2006-06-27,11.61,20.43,15.96,1.9947,"The rain poured down heavily, soaking everything in sight. A healthy flow in the river, moving at a balanced pace."
2006-06-28,0.0,26.86,18.28,1.8235,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2006-06-29,5.51,23.58,16.62,1.9693,"A strong rainfall today, making the landscape feel lush and saturated. A healthy flow in the river, moving at a balanced pace."
2006-06-30,0.09,24.7,16.15,2.0486,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2006-07-01,15.8,20.81,10.89,2.315,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
2006-07-02,5.92,23.41,12.55,2.0169,"The rain came down hard, flooding the usual spots. The river seemed vibrant, moving along with moderate strength."
2006-07-03,11.4,26.51,13.08,2.8383,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents."
2006-07-04,0.0,24.36,12.61,1.9947,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
2006-07-05,17.35,25.16,14.62,2.8414,"The rain poured down heavily, soaking everything in sight. It flowed fast today, with strong, surging energy."
2006-07-06,0.0,25.77,11.92,2.9651,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy."
2006-07-07,0.0,23.29,11.48,2.0994,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
2006-07-08,0.0,25.39,12.12,1.5222,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2006-07-09,0.0,28.19,13.16,1.1702,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
2006-07-10,0.0,27.27,14.25,1.0624,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2006-07-11,14.07,26.99,12.96,1.1892,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy."
2006-07-12,2.99,26.57,14.38,1.018,"Some steady rain brought a refreshing feel to the surroundings. The river seemed vibrant, moving along with moderate strength."
2006-07-13,6.57,26.76,16.04,0.9767,"The rain came down hard, flooding the usual spots. A smooth and gentle flow was visible in the river today."
2006-07-14,0.0,26.04,15.12,0.9228,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow."
2006-07-15,0.0,30.23,17.05,0.7357,"Not a drop of rain today; it feels like the area could use some moisture. The river moved along quietly, with a gentle, relaxed flow."
2006-07-16,0.0,29.05,16.94,0.6311,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear."
2006-07-17,0.0,29.53,16.92,0.555,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear."
2006-07-18,0.0,31.5,17.79,0.5264,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow."
2006-07-19,0.98,27.13,12.19,0.4852,"A few sprinkles were enough to dampen the earth a little. The river looked quiet today, with hardly any flow."
2006-07-20,0.0,26.45,11.36,0.4218,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
2006-07-21,6.57,27.98,12.09,0.3932,"The rain came down hard, flooding the usual spots. Slow and still, the river's flow was almost unnoticeable."
2006-07-22,8.84,24.51,14.11,0.5074,"It rained quite heavily, leaving deep puddles around. A smooth and gentle flow was visible in the river today."
2006-07-23,17.1,23.34,14.36,1.1004,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
2006-07-24,1.91,20.18,13.17,0.9989,"A decent rainfall that left the ground well-soaked. With a quiet pace, the river meandered gently along."
2006-07-25,1.84,24.18,12.14,0.7135,"Enough rain fell to give the plants a good drink. The river moved along quietly, with a gentle, relaxed flow."
2006-07-26,0.0,26.0,14.59,0.666,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear."
2006-07-27,15.33,27.23,16.33,0.6786,"The rain came down hard, flooding the usual spots. A smooth and gentle flow was visible in the river today."
2006-07-28,15.36,26.1,17.3,0.7865,"It rained quite heavily, leaving deep puddles around. A smooth and gentle flow was visible in the river today."
2006-07-29,34.29,27.03,17.74,1.9503,"The rain came down hard, flooding the usual spots. The river was lively today, flowing with moderate energy."
2006-07-30,3.96,28.27,11.73,1.7125,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene."
2006-07-31,0.0,24.8,10.14,1.1004,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
2006-08-01,0.0,25.5,11.86,0.7421,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along."
2006-08-02,14.52,26.44,16.2,1.1068,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene."
2006-08-03,27.77,29.42,15.89,5.2643,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor."
